SP 1154,AERÓDROMO,MDS,MESA DE LOS SAUCEDO,NAYARIT,LA YESCA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","H. AYUNTAMIENTO CONSTITUCIONAL DE LA YESCA, NAY.","1,400.00",,21,27,41.00,103,58,36.00,17/04/2007,180 DÍAS,17/10/2007,OCT,2007,NO,EN TRÁMITE,"AEROPUERTO DE TEPIC, NAYARIT"
SP 1155,AERÓDROMO,AAS,AMBAS AGUAS,NAYARIT,LA YESCA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","H. AYUNTAMIENTO CONSTITUCIONAL DE LA YESCA, NAY.","1,050.00",,21,21,05,104,10,14.00,17/04/2007,180 DÍAS,17/10/2007,OCT,2007,NO,EN TRÁMITE,"AEROPUERTO DE TEPIC, NAYARIT"
SP 1156,AERÓDROMO,CRM,CARRIZAL,BAJA CALIFORNIA SUR,LA PAZ,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","RANCHO LA MISION, S.A. DE C.V.",198.00,WGS 84,23,42,41.00,110,17,15.00,14/09/2012,5 AÑOS,14/09/2017,SEP,2017,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE LA PAZ, BAJA CALIFORNIA SUR"
SP 1157,AERÓDROMO,POT,POPOTA,NAYARIT,LA YESCA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","H. AYUNTAMIENTO CONSTITUCIONAL DE LA YESCA, NAY.","1,000.00",,21,29,00,103,55,00,31/07/2003,180 DÍAS,31/01/2004,ENE,2004,NO,EN TRÁMITE,"AEROPUERTO DE TEPIC, NAYARIT"
SP 1158,AERÓDROMO,CIR,LA CIRUELILLA,NAYARIT,LA YESCA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","H. AYUNTAMIENTO CONSTITUCIONAL DE LA YESCA, NAY.","2,100.00",WGS 84,21,33,45.00,103,57,20.00,17/04/2007,180 DÍAS,17/10/2007,OCT,2007,NO,EN TRÁMITE,"AEROPUERTO DE TEPIC, NAYARIT"
SP 1159,AERÓDROMO,PGL,EL PEDREGAL,BAJA CALIFORNIA,ENSENADA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",RAFAEL TOMAS JORGE ORENDAIN FAUDOA,5.00,WGS 84,30,27,43.00,115,57,24.00,15/10/2012,5 AÑOS,15/10/2017,OCT,2017,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE TIJUANA, BAJA CALIFORNIA"
SP 1160,AERÓDROMO,RNS,RANCHO SANTO NIÑO,COAHUILA,OCAMPO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",ADALBERTO SANTOS BENAVIDES,"1,655.00",NAD 27,27,41,1.17,102,13,51.99,23/01/2002,180 DÍAS,SIN AUTORIZACIÓN,JUL,2002,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE MONCLOVA, COAHUILA"
SP 1161,AERÓDROMO,SIE,SIERRITA,DURANGO,TAMAZULA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",SANTOS ANGULO QUIÑONES,"1,021.00",WGS 84,25,15,4.32,106,54,38.64,12/03/2008,180 DÍAS,12/09/2008,SEP,2008,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE DURANGO, DURANGO"
SP 1162,AERÓDROMO,COW,COMEDERO,DURANGO,TOPIA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",JESUS M. TORRES TORRES,"1,313.00",WGS 84,25,16,36.39,106,53,28.09,12/03/2008,180 DÍAS,12/09/2008,SEP,2008,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE DURANGO, DURANGO"
SP 1163,AERÓDROMO,MJR,MESA DEL JARILLAL,DURANGO,TOPIA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",TRINIDAD ROMERO TERAN,975.00,,25,44,30.00,106,44,30.00,22/07/2003,60 DÍAS,SIN AUTORIZACIÓN,SEP,2003,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE DURANGO, DURANGO"
SP 1164,AERÓDROMO,LUN,LA LUNA,SINALOA,NAVOLATO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",JOSE DE JESUS GOMEZ ALCALA,7.00,WGS 84,24,39,45.00,107,31,11.00,07/03/2014,15 AÑOS,07/03/2029,MAR,2029,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA"
HP 1165,BARCO-HELIPUERTO,HQA,AZTECA 1,SINALOA,MAZATLÁN,DIURNO,"HELIPUERTO MIXTO, SERVICIO PARTICULAR","PESCA AZTECA, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,13/08/2012,5 AÑOS,13/08/2017,AGO,2017,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE MAZATLAN, SINALOA"
HP 1166,BARCO-HELIPUERTO,HQB,AZTECA 2,SINALOA,MAZATLÁN,DIURNO,"HELIPUERTO MIXTO, SERVICIO PARTICULAR","PESCA AZTECA, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,13/08/2012,5 AÑOS,13/08/2017,AGO,2017,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE MAZATLAN, SINALOA"
HP 1167,BARCO-HELIPUERTO,HQC,AZTECA 3,SINALOA,MAZATLÁN,DIURNO,"HELIPUERTO MIXTO, SERVICIO PARTICULAR","PESCA AZTECA, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,13/08/2012,5 AÑOS,13/08/2017,AGO,2017,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE MAZATLAN, SINALOA"
HP 1168,BARCO-HELIPUERTO,HQD,AZTECA 4,SINALOA,MAZATLÁN,DIURNO,"HELIPUERTO MIXTO, SERVICIO PARTICULAR","PESCA AZTECA, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,13/08/2012,5 AÑOS,13/08/2017,AGO,2017,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE MAZATLAN, SINALOA"
HP 1169,BARCO-HELIPUERTO,HQE,AZTECA 5,SINALOA,MAZATLÁN,DIURNO,"HELIPUERTO MIXTO, SERVICIO PARTICULAR","PESCA AZTECA, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,13/08/2012,5 AÑOS,13/08/2017,AGO,2017,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE MAZATLAN, SINALOA"
HP 1170,BARCO-HELIPUERTO,HQF,AZTECA 6,SINALOA,MAZATLÁN,DIURNO,"HELIPUERTO MIXTO, SERVICIO PARTICULAR","PESCA AZTECA, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,13/08/2012,5 AÑOS,13/08/2017,AGO,2017,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE MAZATLAN, SINALOA"
HP 1171,BARCO-HELIPUERTO,HQG,AZTECA 7,SINALOA,MAZATLÁN,DIURNO,"HELIPUERTO MIXTO, SERVICIO PARTICULAR","PESCA AZTECA, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,13/08/2012,5 AÑOS,13/08/2017,AGO,2017,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE MAZATLAN, SINALOA"
HP 1172,BARCO-HELIPUERTO,HQH,AZTECA 8,SINALOA,MAZATLÁN,DIURNO,"HELIPUERTO MIXTO, SERVICIO PARTICULAR","PESCA AZTECA, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,13/08/2012,5 AÑOS,13/08/2017,AGO,2017,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE MAZATLAN, SINALOA"
HP 1173,BARCO-HELIPUERTO,HQI,AZTECA 9,SINALOA,MAZATLÁN,DIURNO,"HELIPUERTO MIXTO, SERVICIO PARTICULAR","PESCA AZTECA, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,13/08/2012,5 AÑOS,13/08/2017,AGO,2017,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE MAZATLAN, SINALOA"
HP 1174,BARCO-HELIPUERTO,HQJ,AZTECA 10,SINALOA,MAZATLÁN,DIURNO,"HELIPUERTO MIXTO, SERVICIO PARTICULAR","PESCA AZTECA, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,13/08/2012,5 AÑOS,13/08/2017,AGO,2017,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE MAZATLAN, SINALOA"
SP 1175,AERÓDROMO,RCO,REAL DEL CASTILLO,BAJA CALIFORNIA,ENSENADA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",MACARIA MARRÓN PONCE (ALBACEA Y ADJUDICADA DE LA SUCESIÓN DE RAMÓN HORTA VIDRIO),740.00,WGS 84,31,52,52.30,116,11,31.00,12/04/2016,3 AÑOS,12/04/2019,ABR,2019,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE ENSENADA, BAJA CALIFORNIA"
SP 1176,AERÓDROMO,TTP,TUTUTEPEC,OAXACA,VILLA TUTUTEPEC,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","H. AYUNTAMIENTO DE TUTUTEPEC, OAXACA",85.70,WGS 84,16,7,0.00,97,38,0.00,11/05/2016,180 DÍAS,11/11/2016,NOV,2016,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE PUERTO ESCONDIDO, OAXACA"
SP 1177,AERÓDROMO,PKC,PICACHO,SINALOA,BADIRAGUATO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","TAXI AEREO NACIONAL DEL EVORA, S.A. DE C.V.",840.00,,25,58,16.00,107,23,31.20,01/06/2005,180 DÍAS,01/12/2005,DIC,2005,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LOS MOCHIS, SINALOA"
SP 1178,AERÓDROMO,HDK,HUERTA DE LOS CARRILLO,CHIHUAHUA,GUADALUPE Y CALVO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","TAXI AEREO NACIONAL DEL EVORA, S.A. DE C.V.","1,200.00",,26,17,40.00,107,22,40.00,01/04/2002,90 DÍAS,SIN AUTORIZACIÓN,JUL,2002,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA"
SP 1179,AERÓDROMO,SGU,SANTO DOMINGO,SONORA,CUCURPE,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",EMILIO ACUÑA PERALTA ,"1,085.00",WGS 84,30,27,58.95,110,32,7.02,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,,,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE NOGALES, SONORA"
SP 1180,AERÓDROMO,ENW,PALO BLANCO,BAJA CALIFORNIA SUR,COMONDÚ,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",EJIDO LA PURISIMA,160.00,NAD 27,26,8,57.00,112,6,44.00,30/07/2009,180 DÍAS,30/01/2010,ENE,2010,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE LORETO, BAJA CALIFORNIA SUR"
SP 1181,AERÓDROMO,EDO,EL LLANO DE LA VEGA DEL OSO,DURANGO,TOPIA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",FLORENTINO PRIETO BELTRAN,670.00,,25,20,21.00,106,44,4.00,17/12/2001,90 DÍAS,SIN AUTORIZACIÓN,MAR,2002,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE DURANGO, DURANGO"
HP 1182,HELIPUERTO,HSL,HOTEL SOLARIS,MORELOS,TLALTIZAPAN,DIURNO,"ELEVADO, SERVICIO PARTICULAR","CLUB PARADORES INTERNACIONALES, S.A. DE C.V.","1,100.00",WGS 84,18,42,34.50,99,7,9.90,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,ENE,1997,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CUERNAVACA, MORELOS"
SP 1183,AERÓDROMO,BAK,BACOACHI,SONORA,BACOACHI,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",H. AYUNTAMIENTO CONSTITUCIONAL DE BACOACHI,"1,059.00",WGS 84,30,38,47.37,109,58,32.57,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,ENE,2008,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE HERMOSILLO, SONORA"
SP 1184,AERÓDROMO,ESC,ESCARCEGA,CAMPECHE,ESCARCEGA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",GOBIERNO DEL ESTADO DE CAMPECHE,92.00,WGS 84,18,36,12.00,90,42,55.00,26/01/2017,180 DIAS,26/07/2017,JUL,2017,SI,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE CAMPECHE, CAMPECHE"
SP 1185,AERÓDROMO,PZA,PALIZADA,CAMPECHE,PALIZADA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",GOBIERNO DEL ESTADO DE CAMPECHE,6.00,WGS 84,18,16,4.00,92,5,26.00,26/01/2017,180 DIAS,26/07/2017,JUL,2017,SI,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE CAMPECHE, CAMPECHE"
SP 1186,AERÓDROMO,XJL,XPUJIL,CAMPECHE,CALAKMUL,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",GOBIERNO DEL ESTADO DE CAMPECHE,264.00,WGS 84,18,30,40.00,89,24,10.00,26/01/2017,180 DIAS,26/07/2017,JUL,2017,SI,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE CAMPECHE, CAMPECHE"
HP 1187,HELIPUERTO,HXP,PERLA,SINALOA,CULIACAN,DIURNO,"SUPERFICIE, SERVICIO PARTICULAR","AEROTAXIS PERLA, S.A. DE C.V.",100.00,,24,52,44.50,107,21,13.40,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,ENE,2008,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA"
SP 1188,AERÓDROMO,ALA,ALAMOS,SONORA,ALAMOS,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","H. AYUNTAMIENTO DE ALAMOS, SONORA",405.00,WGS 84,27,2,18.00,108,56,51.00,09/12/2016,180 DÍAS,09/06/2017,JUN,2017,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE CIUDAD OBREGON, SONORA"
HP 1189,HELIPUERTO,HTX,TORRE TELMEX,CIUDAD DE MÉXICO,CUAUHTÉMOC,DIURNO,"ELEVADO, SERVICIO PARTICULAR","TELEFONOS DE MEXICO, S.A.B. DE C.V.","2,309.20",NAD 27,19,26,4.21,99,10,0.80,23/08/2013,15 AÑOS,23/08/2028,AGO,2028,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, DISTRITO FEDERAL"
SP 1190,AERÓDROMO,EPU,EL PUMA,TAMAULIPAS,SOTO LA MARINA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","RANCHO EL PUMA, S.A. DE C.V.",15.00,,23,46,38.00,97,57,19.00,28/07/2006,180 DÍAS,28/01/2007,ENE,2007,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE TAMPICO, TAMAULIPAS"
HP 1191,BARCO-HELIPUERTO,HMY,TITI I (ANTES CHAC MOOL),SINALOA,MAZATLÁN,DIURNO,"HELIPUERTO MIXTO, SERVICIO PARTICULAR","PESCA INDUSTRIAL ATUNERA DE ALTURA, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,19/05/2017,180 DÍAS,19/11/2017,NOV,2017,SI,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA"
SP 1192,AERÓDROMO,MOA,MELITON ALBAÑEZ,BAJA CALIFORNIA SUR,LA PAZ,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","GREENVER, S.A. DE C.V.",25.00,NAD 27,23,39,56.00,110,26,30.00,29/03/2004,180 DÍAS,29/09/2004,SEP,2004,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LA PAZ, BAJA CALIFORNIA SUR"
HP 1193,HELIPUERTO,HMW,MICARE,COAHUILA,NAVA,DIURNO,"SUPERFICIE, SERVICIO PARTICULAR","MINERA CARBONIFERA RIO ESCONDIDO, S.A. DE C.V.",302.00,,28,30,31.58,100,42,13.97,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,ENE,2008,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE PIEDRAS NEGRAS, COAHUILA"
HP 1194,HELIPUERTO,HZT,TV AZTECA,CIUDAD DE MÉXICO,TLALPAN,DIURNO,"ELEVADO, SERVICIO PARTICULAR","TV AZTECA, S.A. DE C.V.","2,440.00",WGS 84,19,18,17.10,99,12,37.20,04/10/2007,180 DÍAS,04/04/2008,ABR,2008,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, DISTRITO FEDERAL"
SP 1195,AERÓDROMO,IEM,LABORATORIO DEL DESIERTO,DURANGO,MAPIMI,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","INSTITUTO DE ECOLOGIA, A.C.","1,155.00",WGS 84,26,41,34.60,103,44,49.40,15/12/2001,5 AÑOS,15/12/2006,DIC,2006,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE DURANGO, DURANGO"
SP 1196,AERÓDROMO,LND ,RANCHO LA ENCANTADA,TAMAULIPAS,SAN FERNANDO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",GUILLERMO OSUNA SAENZ,40.00,,24,23,8.00,97,56,39.00,18/05/2000,5 AÑOS,18/05/2005,MAY,2005,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE MATAMOROS, TAMAULIPAS"
SP 1197,AERÓDROMO,EZO,EL ZORRILLO,CHIHUAHUA,GUADALUPE Y CALVO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",COMISARIA EJIDAL DE EL PINITO,"2,580.00",WGS 84,26,3,18.64,106,58,14.32,21/01/2013,180 DÍAS,21/07/2013,JUL,2013,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA"
SP 1198,AERÓDROMO,LMO,LIC. FRANCISCO PRIMO DE VERDAD Y RAMOS,JALISCO,LAGOS DE MORENO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","PRESIDENCIA MUNICIPAL DE LAGOS DE MORENO, JALISCO","1,883.00",WGS 84,21,15,41.49,101,56,32.14,07/05/2015,15 AÑOS,07/05/2030,MAY,2030,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE GUANAJUATO, GUANAJUATO"
SP 1199,AERÓDROMO,CYS,COYOTES,DURANGO,PUEBLO NUEVO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","PORTEADORA DE COSALA, S.A. DE C.V.","2,194.56",,23,51,47.00,105,18,29.80,15/08/2000,5 AÑOS,15/08/2005,AGO,2005,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE DURANGO, DURANGO"
SP 1200,AERÓDROMO HELIPUERTO,BHO,BACHOCO,SINALOA,NAVOLATO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","SERVICIOS AEREOS EJECUTIVOS Y AGRICOLAS, S.A. DE C.V.",10.00,NAD 27,24,47,51.20,107,50,24.30,21/11/2007,5 AÑOS,21/11/2012,NOV,2012,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA"
SP 1202,AERÓDROMO,CHY,COAHUAYANA,MICHOACÁN,COAHUAYANA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",GOBIERNO CONSTITUCIONAL DEL ESTADO DE MICHOACAN,60.00,WGS 84,18,41,7.00,103,40,29.00,18/10/2013,180 DÍAS,18/04/2014,ABR,2014,NO,INOPERATIVO,"AEROPUERTO DE URUAPAN, MICHOACAN"
SP 1203,AERÓDROMO,TME,TAMEAPA,SINALOA,BADIRAGUATO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",AIDA MARLEN QUINTERO RIVERA,NO DISPONIBLE,,25,38,57.40,107,22,51.30,01/06/2006,180 DÍAS,01/12/2006,DIC,2006,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA"
SP 1204,AERÓDROMO,CDB ,EL CEDRO ,SINALOA,BADIRAGUATO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","TAXI AEREO NACIONAL DEL EVORA, S.A. DE C.V.","1,020.00",,26,4,36.00,107,28,17.00,01/06/2005,180 DÍAS,01/12/2005,DIC,2005,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LOS MOCHIS, SINALOA"
SP 1205,AERÓDROMO,TRG,EL TRIGO,SINALOA,BADIRAGUATO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","TAXI AEREO NACIONAL DEL EVORA, S.A. DE C.V.",NO DISPONIBLE,,26,3,0.00,107,30,30.00,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,ENE,2008,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LOS MOCHIS, SINALOA"
HP 1206,HELIPUERTO,PFP,PFP,CIUDAD DE MÉXICO,MAGDALENA CONTRERAS,DIURNO,"ELEVADO, SERVICIO PARTICULAR","POLICIA FEDERAL, SECRETARIA DE SEGURIDAD PUBLICA SSP","2,472.00",WGS 84,19,18,59.00,99,13,13.00,14/06/2000,90 DÍAS,SIN AUTORIZACIÓN,SEP,2000,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, DISTRITO FEDERAL"
SP 1207,AERÓDROMO,ELD,AEROFUMIGACIONES LA 300,SINALOA,ANGOSTURA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",VÍCTOR HUGO SÁNCHEZ ROMÁN,16.00,WGS 84,25,14,46,108,5,37,26/03/2012,180 DÍAS,26/09/2012,SEP,2012,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE GUAYMAS, SONORA"
SP 1208,AERÓDROMO,XLS,XPUJIL,VERACRUZ,PLAYA VICENTE,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",MARCELO ARRONIZ SERRANO,55.00,WGS 84,17,47,28.00,95,51,55.90,11/10/2004,180 DÍAS,11/04/2005,ABR,2005,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE VERACRUZ, VERACRUZ"
HP 1209,BARCO-HELIPUERTO,HMK,MAZATUN,SINALOA,MAZATLÁN,DIURNO,"HELIPUERTO MIXTO, SERVICIO PARTICULAR","PESCA AZTECA, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,13/08/2012,5 AÑOS,13/08/2017,AGO,2017,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE MAZATLAN, SINALOA"
SP 1210,AERÓDROMO,QUI,AEROFUMIGACIONES QUILA,SINALOA,CULIACAN,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",MARIA IRENE SANCHEZ ARREOLA,128.00,WGS 84,24,26,44.2,107,11,41.2,29/09/2009,180 DÍAS,29/03/2010,MAR,2010,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA"
SP 1211,AERÓDROMO,NWB,EL PRETEXTO,TAMAULIPAS,LLERA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","BORDERS MELON, S.P.R. DE R.L.",182.00,WGS 84,23,14,5.94,98,48,20.76,16/12/2016,180 DÍAS,16/06/2017,JUN,2017,NO,EN TRÁMITE,"AEROPUERTO DE CIUDAD VICTORIA, TAMAULIPAS"
HP 1212,BARCO-HELIPUERTO,HAK,CONSTANZA (ANTES ATILANO CASTAÑO),SINALOA,MAZATLÁN,DIURNO,"HELIPUERTO MIXTO, SERVICIO PARTICULAR","COMEXTUN, S.A. DE C.V.",5.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,24/02/2017,15 AÑOS,24/02/2032,FEB,2032,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE MAZATLAN, SINALOA"
HP 1213,BARCO-HELIPUERTO,HWG,ATUNERA GABIERO,SINALOA,MAZATLÁN,DIURNO,"HELIPUERTO MIXTO, SERVICIO PARTICULAR","ATUNERA GABIERO, S.A. DE C.V",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,NOV,2008,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE MAZATLAN, SINALOA"
SP 1214,AERÓDROMO,SDM,SANTO DOMINGO,CHIHUAHUA,GUADALUPE Y CALVO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",EJIDO SANTO DOMINGO,NO DISPONIBLE,,26,9,30.00,107,9,0.00,18/04/2007,180 DÍAS,18/10/2007,OCT,2007,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA"
SP 1215,AERÓDROMO,CSY,CIENEGA DE SILVA,CHIHUAHUA,GUADALUPE Y CALVO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",EJIDO DE ALICITOS,"1,365.00",WGS 84,25,51,20.55,107,9,8.16,22/05/2017,180 DIAS,22/11/2017,NOV,2017,SI,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA"
SP 1216,AERÓDROMO,TCS,TECUIXIAPA,SINALOA,BADIRAGUATO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","AEROTAXIS DE GUAMUCHIL, S.A. DE C.V.",577.00,WGS 84,25,51,11.00,107,23,4.00,17/08/2007,5 AÑOS,17/08/2012,AGO,2012,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA"
SP 1217,AERÓDROMO,CJC,EL CAJONCITO,CHIHUAHUA,GUADALUPE Y CALVO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",AMADO CARRILLO CAÑEDO,680.00,WGS 84,25,56,8.40,107,12,14.60,17/10/2011,5 AÑOS,17/10/2016,OCT,2016,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA"
HP 1218,HELIPUERTO,HSD,EL SOL DE DURANGO,DURANGO,DURANGO,DIURNO,"ELEVADO, SERVICIO PARTICULAR","COMPAÑÍA PERIODISTICA EL SOL DE DURANGO, S.A. DE C.V.","1,890.50",WGS 84,24,1,42.50,104,38.00,42.86,11/11/2009,180 DÍAS,11/05/2010,MAY,2010,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE DURANGO, DURANGO"
SP 1219,AERÓDROMO,BSN,BAZONOPITA DE ABAJO,CHIHUAHUA,GUADALUPE Y CALVO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",MUNICIPIO DE GUADALUPE Y CALVO,830.00,WGS 84,26,2,21.00,107,15,10.40,12/09/2012,5 AÑOS,12/09/2017,SEP,2017,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA"
